team_id,name,level,parent_city,region,lon,lat,gdp,population,tourism,football_facility,youth_football,sports_investment,data_quality
T31,嵊州市,county,绍兴市,浙东,120.4571,29.78059364905389,1765.229919678715,101.30602409638556,28.00276104417671,40.77669829317269,16.870923694779115,34.33275351405622,county_proxy_replace_with_official_data
T32,新昌县,county,绍兴市,浙东,120.8671,29.9971,1195.7672690763054,150.1190763052209,44.41716867469879,25.078759738955824,28.19120481927711,21.945241465863454,county_proxy_replace_with_official_data
T33,金华市,city,金华市,浙中,119.6495,29.0895,6600,713,160,65.8632530120482,53.08325301204819,49.47550200803213,city_level_proxy
T34,兰溪市,county,金华市,浙中,119.78355030739964,29.257593768730626,483.35628227194496,93.08270223752152,23.242685025817558,25.848373493975902,29.119971313826735,22.774655765920826,county_proxy_replace_with_official_data
T35,义乌市,county,金华市,浙中,119.59386976651092,29.333231978045458,698.0550774526677,66.69802065404475,15.841652323580035,15.806646586345382,18.326798623063684,14.676864601262192,county_proxy_replace_with_official_data
T36,东阳市,county,金华市,浙中,119.39272387264782,29.213156865648504,652.6161790017212,59.334853700516355,13.776247848537006,12.635562248995985,15.3147504302926,12.153628800917957,county_proxy_replace_with_official_data
T37,永康市,county,金华市,浙中,119.48732560377756,29.011400926958842,742.3580034423406,73.87710843373495,17.85542168674699,18.898453815261046,21.263545611015488,17.13701950659782,county_proxy_replace_with_official_data
T38,武义县,county,金华市,浙中,119.60165799919939,28.879890498880908,533.7177280550775,101.24354561101549,25.531841652323582,29.362991967871487,32.458324727481354,25.571242111302354,county_proxy_replace_with_official_data
T39,浦江县,county,金华市,浙中,119.80537245046469,28.894042129382992,520.0860585197935,99.03459552495697,24.91222030981067,28.41166666666667,31.554710269650027,24.81427137119908,county_proxy_replace_with_official_data
T40,磐安县,county,金华市,浙中,119.9345,29.0895,627.6247848537006,116.46075731497417,12.640275387263342,35.91656626506024,13.658123924268503,30.78592943201377,county_proxy_replace_with_official_data
T41,衢州市,city,衢州市,浙西,118.8726,28.9417,2245,230,90,41.9408734939759,33.793373493975906,34.253082329317266,city_level_proxy
T42,江山市,county,衢州市,浙西,118.8726,29.1567,413.04844377510045,37.2710843373494,15.407756024096386,14.533018950803214,16.719979919678714,13.743464482931728,county_proxy_replace_with_official_data
T43,常山县,county,衢州市,浙西,118.6226,28.9417,292.00778112449797,53.20481927710843,23.20143072289157,25.655561370481923,28.26616465863454,22.677810617469877,county_proxy_replace_with_official_data
T44,开化县,county,衢州市,浙西,118.8726,28.6567,381.0414156626506,32.35240963855422,13.001882530120483,35.881837725903615,13.155722891566265,30.832121611445785,county_proxy_replace_with_official_data
T45,龙游县,county,衢州市,浙西,119.05260000000001,28.9417,273.29944779116465,50.32981927710843,21.795180722891565,23.50674887048193,26.182831325301205,20.96437311746988,county_proxy_replace_with_official_data
T46,舟山市,city,舟山市,浙东,122.2072,29.9853,2100,117,115,36.03795180722892,24.167951807228917,30.34196787148594,city_level_proxy
T47,岱山县,county,舟山市,浙东,121.9922,29.9853,801.8373493975903,40.350903614457835,42.36295180722892,17.6257078313253,18.481907630522088,16.10097891566265,county_proxy_replace_with_official_data
T48,嵊泗县,county,舟山市,浙东,122.4572,29.9853,623.0421686746988,60.54397590361445,67.17281626506025,31.382454819277108,32.86443775100402,27.160015060240966,county_proxy_replace_with_official_data
T49,台州市,city,台州市,浙南,121.4208,28.6557,6400,671,135,57.790361445783134,44.430361445783134,44.12690763052208,city_level_proxy
T50,温岭市,county,台州市,浙南,121.5283,28.841895461813653,605.5153949129852,111.42911646586344,25.200677710843376,29.714685408299868,32.85801204819277,25.831057563587684,county_proxy_replace_with_official_data
T51,临海市,county,台州市,浙南,121.2958,28.872206350946108,783.2931726907631,72.22008032128515,15.339984939759036,15.72847389558233,18.24957831325301,14.58875502008032,county_proxy_replace_with_official_data
T52,玉环市,county,台州市,浙南,121.1358,28.6557,689.04953145917,124.56616465863453,28.50451807228916,34.90163319946452,37.752590361445776,29.955555555555556,county_proxy_replace_with_official_data
T53,三门县,county,台州市,浙南,121.3308,28.4998154273188,706.6131191432396,127.32831325301204,29.19917168674699,35.992222222222225,13.756606425702811,30.822757697456492,county_proxy_replace_with_official_data
T54,天台县,county,台州市,浙南,121.5283,28.469504538186346,697.6171352074966,125.91355421686745,28.843373493975903,35.43362784471218,38.25459839357429,30.378580990629185,county_proxy_replace_with_official_data
T55,仙居县,county,台州市,浙南,121.6708,28.6557,539.9732262382864,101.12158634538152,22.608433734939762,25.644926372155286,29.017650602409642,22.59491298527443,county_proxy_replace_with_official_data
T56,丽水市,city,丽水市,浙西南,119.9229,28.4672,2000,251,110,32.06927710843374,26.109277108433737,27.71285140562249,city_level_proxy
T57,龙泉市,county,丽水市,浙西南,120.07492795795511,28.619227957955108,138.60441767068275,30.637876506024092,15.058734939759034,27.25218373493976,29.61594879518072,24.00112951807229,county_proxy_replace_with_official_data
T58,青田县,county,丽水市,浙西南,119.9229,28.7172,167.11847389558233,36.00564759036144,7.676393072289157,34.4804969879518,11.719362449799197,29.77522590361446,county_proxy_replace_with_official_data
T59,缙云县,county,丽水市,浙西南,119.72137456736183,28.668725432638166,161.79718875502007,35.003915662650606,17.450489457831324,33.13155120481928,35.41414156626506,28.697665662650603,county_proxy_replace_with_official_data
T60,遂昌县,county,丽水市,浙西南,119.74289999999999,28.4672,208.2831325301205,24.910993975903615,11.921498493975905,19.890637550200804,22.010527108433735,18.090988955823292,county_proxy_replace_with_official_data
T61,松阳县,county,丽水市,浙西南,119.77087204204489,28.31517204204489,134.28714859437753,29.825150602409636,14.613516566265059,26.157756024096386,28.53663152610442,23.12688253012048,county_proxy_replace_with_official_data
T62,云和县,county,丽水市,浙西南,119.9229,28.2172,122.74096385542168,27.651581325301205,13.422816265060241,23.230798192771086,25.65008534136546,20.788780120481928,county_proxy_replace_with_official_data
T63,庆元县,county,丽水市,浙西南,120.12442543263816,28.26567456736183,163.80522088353413,35.38192771084337,17.657567771084338,33.64058734939759,35.916149598393574,29.1042921686747,county_proxy_replace_with_official_data
T64,景宁畲族自治县,county,丽水市,浙西南,120.1029,28.4672,128.06224899598394,18.276882530120485,8.452936746987953,34.8207078313253,14.103900602409638,30.300075301204817,county_proxy_replace_with_official_data
