pool_id,source_scheme_id,group,teams,topsis_score
P0009,S0021,G08,嵊州市、瑞安市、嘉兴市、东阳市,0.638277
P0009,S0021,G09,诸暨市、松阳县、常山县、平湖市,0.638277
P0009,S0021,G10,苍南县、遂昌县、嘉善县、象山县,0.638277
P0009,S0021,G11,云和县、绍兴市、开化县、玉环市,0.638277
P0009,S0021,G12,庆元县、三门县、磐安县、温州市,0.638277
P0009,S0021,G13,宁波市、泰顺县、缙云县、龙游县,0.638277
P0009,S0021,G14,长兴县、建德市、青田县、乐清市,0.638277
P0009,S0021,G15,龙泉市、桐庐县、天台县、兰溪市,0.638277
P0009,S0021,G16,温岭市、景宁畲族自治县、文成县、金华市,0.638277
P0010,S0003,G01,杭州市、海盐县、文成县、象山县,0.635037
P0010,S0003,G02,湖州市、海宁市、龙游县、松阳县,0.635037
P0010,S0003,G03,瑞安市、长兴县、天台县、青田县,0.635037
P0010,S0003,G04,嘉兴市、新昌县、余姚市、龙泉市,0.635037
P0010,S0003,G05,平湖市、兰溪市、衢州市、临海市,0.635037
P0010,S0003,G06,淳安县、宁波市、龙港市、德清县,0.635037
P0010,S0003,G07,开化县、嵊州市、云和县、浦江县,0.635037
P0010,S0003,G08,永康市、仙居县、常山县、乐清市,0.635037
P0010,S0003,G09,诸暨市、缙云县、苍南县、建德市,0.635037
P0010,S0003,G10,台州市、庆元县、平阳县、嵊泗县,0.635037
P0010,S0003,G11,丽水市、磐安县、慈溪市、嘉善县,0.635037
P0010,S0003,G12,永嘉县、绍兴市、东阳市、玉环市,0.635037
P0010,S0003,G13,温州市、景宁畲族自治县、安吉县、江山市,0.635037
P0010,S0003,G14,桐庐县、金华市、遂昌县、宁海县,0.635037
P0010,S0003,G15,桐乡市、武义县、温岭市、岱山县,0.635037
P0010,S0003,G16,义乌市、泰顺县、三门县、舟山市,0.635037
P0011,S0047,G01,武义县、江山市、泰顺县、湖州市,0.632773
P0011,S0047,G02,安吉县、永嘉县、衢州市、嵊州市,0.632773
P0011,S0047,G03,温州市、天台县、新昌县、建德市,0.632773
P0011,S0047,G04,三门县、云和县、苍南县、浦江县,0.632773
P0011,S0047,G05,景宁畲族自治县、桐庐县、义乌市、瑞安市,0.632773
P0011,S0047,G06,绍兴市、东阳市、余姚市、缙云县,0.632773
P0011,S0047,G07,金华市、临海市、海宁市、青田县,0.632773
P0011,S0047,G08,台州市、常山县、龙港市、诸暨市,0.632773
P0011,S0047,G09,淳安县、乐清市、嘉兴市、宁海县,0.632773
P0011,S0047,G10,杭州市、磐安县、龙游县、遂昌县,0.632773
P0011,S0047,G11,丽水市、平湖市、玉环市、开化县,0.632773
P0011,S0047,G12,永康市、象山县、温岭市、松阳县,0.632773
P0011,S0047,G13,文成县、兰溪市、嵊泗县、德清县,0.632773
P0011,S0047,G14,慈溪市、龙泉市、海盐县、舟山市,0.632773
P0011,S0047,G15,长兴县、桐乡市、宁波市、岱山县,0.632773
P0011,S0047,G16,庆元县、平阳县、嘉善县、仙居县,0.632773
P0012,S0012,G01,嘉善县、缙云县、东阳市、衢州市,0.628806
P0012,S0012,G02,安吉县、温州市、象山县、武义县,0.628806
P0012,S0012,G03,新昌县、青田县、嘉兴市、临海市,0.628806
P0012,S0012,G04,平湖市、岱山县、玉环市、淳安县,0.628806
P0012,S0012,G05,湖州市、慈溪市、浦江县、江山市,0.628806
P0012,S0012,G06,平阳县、诸暨市、龙泉市、义乌市,0.628806
P0012,S0012,G07,宁海县、常山县、三门县、桐乡市,0.628806
P0012,S0012,G08,云和县、瑞安市、金华市、桐庐县,0.628806
P0012,S0012,G09,开化县、嵊州市、磐安县、仙居县,0.628806
P0012,S0012,G10,台州市、长兴县、景宁畲族自治县、永康市,0.628806
P0012,S0012,G11,丽水市、余姚市、乐清市、德清县,0.628806
P0012,S0012,G12,苍南县、龙游县、庆元县、舟山市,0.628806
P0012,S0012,G13,温岭市、松阳县、泰顺县、建德市,0.628806
P0012,S0012,G14,永嘉县、兰溪市、绍兴市、海宁市,0.628806
P0012,S0012,G15,文成县、天台县、宁波市、嵊泗县,0.628806
P0012,S0012,G16,海盐县、杭州市、龙港市、遂昌县,0.628806
P0013,S0018,G01,平湖市、庆元县、嵊州市、浦江县,0.627079
P0013,S0018,G02,宁波市、开化县、德清县、青田县,0.627079
P0013,S0018,G03,义乌市、桐乡市、绍兴市、淳安县,0.627079
P0013,S0018,G04,衢州市、永康市、天台县、苍南县,0.627079
P0013,S0018,G05,长兴县、丽水市、玉环市、武义县,0.627079
P0013,S0018,G06,临海市、湖州市、常山县、永嘉县,0.627079
P0013,S0018,G07,金华市、新昌县、龙游县、文成县,0.627079
P0013,S0018,G08,嵊泗县、海宁市、慈溪市、东阳市,0.627079
P0013,S0018,G09,云和县、温州市、海盐县、仙居县,0.627079
P0013,S0018,G10,舟山市、平阳县、桐庐县、温岭市,0.627079
P0013,S0018,G11,安吉县、泰顺县、嘉兴市、缙云县,0.627079
P0013,S0018,G12,杭州市、江山市、三门县、兰溪市,0.627079
P0013,S0018,G13,景宁畲族自治县、瑞安市、台州市、象山县,0.627079
P0013,S0018,G14,松阳县、诸暨市、余姚市、嘉善县,0.627079
P0013,S0018,G15,龙泉市、建德市、乐清市、岱山县,0.627079
P0013,S0018,G16,磐安县、龙港市、宁海县、遂昌县,0.627079
P0014,S0008,G01,岱山县、慈溪市、东阳市、常山县,0.623178
P0014,S0008,G02,浦江县、杭州市、泰顺县、松阳县,0.623178
P0014,S0008,G03,嘉善县、龙游县、景宁畲族自治县、磐安县,0.623178
P0014,S0008,G04,淳安县、三门县、龙港市、宁波市,0.623178
P0014,S0008,G05,象山县、青田县、舟山市、海盐县,0.623178
P0014,S0008,G06,宁海县、云和县、建德市、瑞安市,0.623178
P0014,S0008,G07,龙泉市、衢州市、天台县、长兴县,0.623178
P0014,S0008,G08,平阳县、武义县、温岭市、绍兴市,0.623178
P0014,S0008,G09,嘉兴市、新昌县、江山市、遂昌县,0.623178
P0014,S0008,G10,玉环市、金华市、安吉县、乐清市,0.623178
P0014,S0008,G11,丽水市、文成县、海宁市、永康市,0.623178
P0014,S0008,G12,兰溪市、湖州市、余姚市、嵊泗县,0.623178
P0014,S0008,G13,开化县、温州市、临海市、桐庐县,0.623178
P0014,S0008,G14,苍南县、诸暨市、台州市、桐乡市,0.623178
P0014,S0008,G15,永嘉县、义乌市、嵊州市、庆元县,0.623178
P0014,S0008,G16,平湖市、缙云县、仙居县、德清县,0.623178
P0015,S0011,G01,东阳市、缙云县、嘉善县、建德市,0.619994
P0015,S0011,G02,青田县、湖州市、临海市、兰溪市,0.619994
P0015,S0011,G03,平湖市、庆元县、苍南县、武义县,0.619994
P0015,S0011,G04,新昌县、天台县、瑞安市、磐安县,0.619994
P0015,S0011,G05,长兴县、龙游县、永康市、慈溪市,0.619994
P0015,S0011,G06,绍兴市、岱山县、海盐县、景宁畲族自治县,0.619994
P0015,S0011,G07,义乌市、温岭市、海宁市、诸暨市,0.619994
P0015,S0011,G08,嵊泗县、杭州市、常山县、云和县,0.619994
P0015,S0011,G09,丽水市、淳安县、嵊州市、永嘉县,0.619994
P0015,S0011,G10,台州市、文成县、安吉县、宁海县,0.619994
P0015,S0011,G11,嘉兴市、乐清市、德清县、江山市,0.619994
P0015,S0011,G12,温州市、仙居县、浦江县、开化县,0.619994
P0015,S0011,G13,平阳县、桐庐县、象山县、衢州市,0.619994
P0015,S0011,G14,泰顺县、松阳县、桐乡市、舟山市,0.619994
P0015,S0011,G15,金华市、玉环市、龙泉市、余姚市,0.619994
P0015,S0011,G16,宁波市、龙港市、三门县、遂昌县,0.619994
P0016,S0034,G01,海宁市、江山市、永康市、平阳县,0.618157
P0016,S0034,G02,宁波市、永嘉县、长兴县、青田县,0.618157
P0016,S0034,G03,温州市、景宁畲族自治县、临海市、诸暨市,0.618157
P0016,S0034,G04,嘉兴市、浦江县、遂昌县、泰顺县,0.618157
P0016,S0034,G05,龙泉市、义乌市、宁海县、衢州市,0.618157
P0016,S0034,G06,杭州市、云和县、仙居县、象山县,0.618157
P0016,S0034,G07,嵊州市、乐清市、兰溪市、桐庐县,0.618157
P0016,S0034,G08,湖州市、东阳市、新昌县、龙港市,0.618157
P0016,S0034,G09,舟山市、德清县、桐乡市、慈溪市,0.618157
P0016,S0034,G10,丽水市、平湖市、磐安县、余姚市,0.618157
P0016,S0034,G11,嵊泗县、武义县、三门县、龙游县,0.618157
P0016,S0034,G12,文成县、缙云县、天台县、绍兴市,0.618157
P0016,S0034,G13,温岭市、建德市、苍南县、嘉善县,0.618157
P0016,S0034,G14,淳安县、常山县、安吉县、台州市,0.618157
P0016,S0034,G15,岱山县、玉环市、松阳县、海盐县,0.618157
P0016,S0034,G16,庆元县、瑞安市、金华市、开化县,0.618157
P0017,S0052,G01,杭州市、东阳市、庆元县、泰顺县,0.616907
P0017,S0052,G02,温州市、嵊泗县、义乌市、三门县,0.616907
P0017,S0052,G03,龙港市、兰溪市、宁波市、玉环市,0.616907
P0017,S0052,G04,嘉兴市、苍南县、嵊州市、安吉县,0.616907
P0017,S0052,G05,湖州市、建德市、海宁市、松阳县,0.616907
P0017,S0052,G06,温岭市、宁海县、衢州市、青田县,0.616907
P0017,S0052,G07,金华市、岱山县、天台县、平湖市,0.616907
P0017,S0052,G08,桐乡市、长兴县、缙云县、新昌县,0.616907
P0017,S0052,G09,丽水市、桐庐县、海盐县、慈溪市,0.616907
P0017,S0052,G10,瑞安市、遂昌县、绍兴市、嘉善县,0.616907
P0017,S0052,G11,龙泉市、常山县、永康市、诸暨市,0.616907
P0017,S0052,G12,浦江县、永嘉县、象山县、仙居县,0.616907
P0017,S0052,G13,余姚市、淳安县、台州市、平阳县,0.616907
P0017,S0052,G14,文成县、武义县、江山市、舟山市,0.616907
P0017,S0052,G15,临海市、磐安县、开化县、景宁畲族自治县,0.616907
P0017,S0052,G16,云和县、德清县、龙游县、乐清市,0.616907
P0018,S0035,G01,岱山县、温岭市、桐乡市、龙港市,0.615950
P0018,S0035,G02,宁波市、遂昌县、东阳市、江山市,0.615950
P0018,S0035,G03,衢州市、庆元县、长兴县、兰溪市,0.615950
P0018,S0035,G04,武义县、海宁市、永嘉县、青田县,0.615950
P0018,S0035,G05,临海市、嘉善县、文成县、慈溪市,0.615950
P0018,S0035,G06,绍兴市、景宁畲族自治县、苍南县、嵊泗县,0.615950
P0018,S0035,G07,平阳县、浦江县、台州市、象山县,0.615950
P0018,S0035,G08,舟山市、嵊州市、三门县、瑞安市,0.615950
P0018,S0035,G09,湖州市、新昌县、乐清市、开化县,0.615950
P0018,S0035,G10,磐安县、玉环市、丽水市、建德市,0.615950
P0018,S0035,G11,杭州市、泰顺县、宁海县、平湖市,0.615950
P0018,S0035,G12,天台县、安吉县、嘉兴市、淳安县,0.615950
P0018,S0035,G13,温州市、松阳县、永康市、仙居县,0.615950
P0018,S0035,G14,德清县、龙游县、余姚市、云和县,0.615950
P0018,S0035,G15,龙泉市、金华市、海盐县、诸暨市,0.615950
P0018,S0035,G16,桐庐县、缙云县、义乌市、常山县,0.615950
P0019,S0004,G01,宁波市、磐安县、德清县、建德市,0.614175
P0019,S0004,G02,三门县、缙云县、新昌县、常山县,0.614175
P0019,S0004,G03,温州市、永康市、平湖市、云和县,0.614175
P0019,S0004,G04,玉环市、庆元县、衢州市、苍南县,0.614175
P0019,S0004,G05,长兴县、景宁畲族自治县、桐乡市、嵊州市,0.614175
P0019,S0004,G06,绍兴市、嵊泗县、慈溪市、淳安县,0.614175
P0019,S0004,G07,龙港市、海宁市、温岭市、象山县,0.614175
P0019,S0004,G08,临海市、永嘉县、兰溪市、桐庐县,0.614175
P0019,S0004,G09,诸暨市、平阳县、安吉县、东阳市,0.614175
P0019,S0004,G10,金华市、瑞安市、龙泉市、余姚市,0.614175
P0019,S0004,G11,丽水市、义乌市、天台县、岱山县,0.614175
P0019,S0004,G12,浦江县、文成县、舟山市、江山市,0.614175
P0019,S0004,G13,宁海县、遂昌县、武义县、湖州市,0.614175
P0019,S0004,G14,仙居县、开化县、青田县、嘉兴市,0.614175
P0019,S0004,G15,嘉善县、松阳县、台州市、乐清市,0.614175
P0019,S0004,G16,海盐县、泰顺县、杭州市、龙游县,0.614175
P0020,S0036,G01,海盐县、永康市、缙云县、台州市,0.614141
P0020,S0036,G02,开化县、余姚市、东阳市、玉环市,0.614141
P0020,S0036,G03,温州市、景宁畲族自治县、兰溪市、温岭市,0.614141
P0020,S0036,G04,湖州市、象山县、瑞安市、桐乡市,0.614141
P0020,S0036,G05,建德市、宁海县、龙游县、龙泉市,0.614141
P0020,S0036,G06,诸暨市、磐安县、嘉兴市、龙港市,0.614141
P0020,S0036,G07,金华市、江山市、永嘉县、桐庐县,0.614141
P0020,S0036,G08,义乌市、衢州市、安吉县、新昌县,0.614141
P0020,S0036,G09,舟山市、海宁市、乐清市、常山县,0.614141
P0020,S0036,G10,仙居县、嘉善县、遂昌县、武义县,0.614141
P0020,S0036,G11,丽水市、泰顺县、浦江县、天台县,0.614141
P0020,S0036,G12,庆元县、宁波市、长兴县、淳安县,0.614141
P0020,S0036,G13,岱山县、平湖市、文成县、松阳县,0.614141
P0020,S0036,G14,三门县、平阳县、绍兴市、云和县,0.614141
P0020,S0036,G15,临海市、苍南县、杭州市、青田县,0.614141
P0020,S0036,G16,慈溪市、嵊泗县、嵊州市、德清县,0.614141
P0021,S0002,G01,杭州市、兰溪市、江山市、岱山县,0.613740
P0021,S0002,G02,德清县、瑞安市、临海市、平湖市,0.613740
P0021,S0002,G03,舟山市、安吉县、永康市、龙游县,0.613740
P0021,S0002,G04,玉环市、遂昌县、磐安县、建德市,0.613740
P0021,S0002,G05,湖州市、三门县、象山县、庆元县,0.613740
P0021,S0002,G06,绍兴市、松阳县、宁海县、平阳县,0.613740
P0021,S0002,G07,金华市、泰顺县、温岭市、龙泉市,0.613740
P0021,S0002,G08,天台县、开化县、海宁市、浦江县,0.613740
P0021,S0002,G09,海盐县、东阳市、永嘉县、宁波市,0.613740
P0021,S0002,G10,嵊泗县、嘉兴市、桐庐县、诸暨市,0.613740
P0021,S0002,G11,丽水市、苍南县、新昌县、桐乡市,0.613740
P0021,S0002,G12,慈溪市、文成县、云和县、衢州市,0.613740
P0021,S0002,G13,青田县、台州市、义乌市、长兴县,0.613740
P0021,S0002,G14,淳安县、常山县、温州市、嵊州市,0.613740
P0021,S0002,G15,缙云县、乐清市、武义县、仙居县,0.613740
P0021,S0002,G16,景宁畲族自治县、龙港市、嘉善县、余姚市,0.613740
P0022,S0033,G01,嵊州市、海盐县、乐清市、永康市,0.613189
P0022,S0033,G02,宁波市、东阳市、临海市、安吉县,0.613189
P0022,S0033,G03,绍兴市、慈溪市、磐安县、青田县,0.613189
P0022,S0033,G04,嘉兴市、兰溪市、宁海县、江山市,0.613189
P0022,S0033,G05,长兴县、文成县、杭州市、开化县,0.613189
P0022,S0033,G06,苍南县、龙泉市、玉环市、余姚市,0.613189
P0022,S0033,G07,金华市、象山县、松阳县、泰顺县,0.613189
P0022,S0033,G08,温岭市、遂昌县、嵊泗县、温州市,0.613189
P0022,S0033,G09,舟山市、义乌市、天台县、平阳县,0.613189
P0022,S0033,G10,台州市、缙云县、龙港市、嘉善县,0.613189
P0022,S0033,G11,丽水市、桐乡市、建德市、新昌县,0.613189
P0022,S0033,G12,桐庐县、景宁畲族自治县、浦江县、龙游县,0.613189
P0022,S0033,G13,瑞安市、岱山县、衢州市、德清县,0.613189
P0022,S0033,G14,武义县、海宁市、三门县、庆元县,0.613189
P0022,S0033,G15,永嘉县、淳安县、云和县、仙居县,0.613189
P0022,S0033,G16,诸暨市、平湖市、常山县、湖州市,0.613189
P0023,S0074,G01,义乌市、象山县、遂昌县、天台县,0.612803
P0023,S0074,G02,台州市、泰顺县、嵊州市、海盐县,0.612803
P0023,S0074,G03,龙泉市、平阳县、余姚市、三门县,0.612803
P0023,S0074,G04,瑞安市、临海市、龙游县、平湖市,0.612803
P0023,S0074,G05,安吉县、宁波市、岱山县、东阳市,0.612803
P0023,S0074,G06,丽水市、龙港市、开化县、浦江县,0.612803
P0023,S0074,G07,金华市、玉环市、海宁市、嵊泗县,0.612803
P0023,S0074,G08,苍南县、德清县、杭州市、松阳县,0.612803
P0023,S0074,G09,温岭市、兰溪市、云和县、衢州市,0.612803
P0023,S0074,G10,庆元县、诸暨市、长兴县、建德市,0.612803
P0023,S0074,G11,常山县、宁海县、湖州市、淳安县,0.612803
P0023,S0074,G12,嘉善县、景宁畲族自治县、文成县、仙居县,0.612803
P0023,S0074,G13,桐庐县、嘉兴市、永嘉县、武义县,0.612803
P0023,S0074,G14,江山市、青田县、绍兴市、永康市,0.612803
P0023,S0074,G15,温州市、缙云县、磐安县、桐乡市,0.612803
P0023,S0074,G16,慈溪市、乐清市、新昌县、舟山市,0.612803
P0024,S0007,G01,松阳县、慈溪市、永嘉县、平湖市,0.612190
P0024,S0007,G02,平阳县、浦江县、庆元县、湖州市,0.612190
P0024,S0007,G03,苍南县、丽水市、玉环市、义乌市,0.612190
P0024,S0007,G04,诸暨市、景宁畲族自治县、仙居县、建德市,0.612190
P0024,S0007,G05,宁波市、江山市、兰溪市、青田县,0.612190
P0024,S0007,G06,台州市、新昌县、缙云县、淳安县,0.612190
P0024,S0007,G07,天台县、嵊州市、遂昌县、桐乡市,0.612190
P0024,S0007,G08,海盐县、乐清市、永康市、象山县,0.612190
P0024,S0007,G09,文成县、常山县、嘉兴市、德清县,0.612190
P0024,S0007,G10,嵊泗县、临海市、武义县、绍兴市,0.612190
P0024,S0007,G11,云和县、三门县、岱山县、瑞安市,0.612190
P0024,S0007,G12,桐庐县、磐安县、温州市、安吉县,0.612190
P0024,S0007,G13,衢州市、龙泉市、余姚市、龙港市,0.612190
P0024,S0007,G14,泰顺县、东阳市、杭州市、宁海县,0.612190
P0024,S0007,G15,嘉善县、龙游县、金华市、长兴县,0.612190
P0024,S0007,G16,海宁市、温岭市、舟山市、开化县,0.612190
