team_id,name,level,parent_city,region,lon,lat,gdp,population,tourism,football_facility,youth_football,sports_investment,data_quality
T25,文成县,county,温州市,浙南,120.90092543263816,27.793374567361834,136.81,29.22,18.6695218373494,24.928119948160585,21.992039818059403,21.30263858529402,official_gdp+official_population+proxy_coord_tourism_sports
T26,泰顺县,county,温州市,浙南,120.8794,27.9949,157.6,26.94,16.149284638554217,21.934388299780075,18.58670050676007,18.530405536152017,official_gdp+official_population+proxy_coord_tourism_sports
T27,海宁市,county,嘉兴市,浙北,120.82193865379061,30.950577151003458,1318.16,110.68,34.693373493975905,48.659198103973466,35.26245475166439,41.42212507595972,official_gdp+official_population+proxy_coord_tourism_sports
T28,平湖市,county,嘉兴市,浙北,120.55324575140627,30.893046313073118,1008.66,69.22,30.95240963855422,42.54876173717147,30.934125664045222,36.135873140513105,official_gdp+official_population+proxy_coord_tourism_sports
T29,桐乡市,county,嘉兴市,浙北,120.52493015660313,30.578581203096643,1252.35,106.05,33.4125,46.85456973822596,33.84420070326348,39.835794312239116,official_gdp+official_population+proxy_coord_tourism_sports
T30,嘉善县,county,嘉兴市,浙北,120.81112305898749,30.57490982706687,908.11,66.44,34.774698795180726,45.97032714292799,13.044393886112076,39.342382958555774,official_gdp+official_population+proxy_coord_tourism_sports
T31,海盐县,county,嘉兴市,浙北,120.9705,30.7461,668.31,47.09,16.842469879518074,24.560972423858992,15.429891549097539,20.1324296897752,official_gdp+official_population+proxy_coord_tourism_sports
T32,德清县,county,湖州市,浙北,119.9793,31.080595461813655,680.66,55.72,23.566265060240966,45.673992603030314,14.486111410896166,19.291954086158785,official_gdp+official_population+proxy_coord_tourism_sports
T33,长兴县,county,湖州市,浙北,119.9618,30.677893649053892,893.98,68.16,27.753012048192772,28.436701956441105,17.65135140742754,23.416631642158343,official_gdp+official_population+proxy_coord_tourism_sports
T34,安吉县,county,湖州市,浙北,120.3718,30.8944,615.12,60.01,41.066265060240966,35.905705702529936,27.353288238645952,30.50787373472096,official_gdp+official_population+proxy_coord_tourism_sports
T35,诸暨市,county,绍兴市,浙东,120.4746,30.183295461813653,1755.29,122.92,46.12776104417671,41.47777953656907,25.633644360353,34.563261817153005,official_gdp+official_population+proxy_coord_tourism_sports
T36,嵊州市,county,绍兴市,浙东,120.4571,29.78059364905389,750.36,69.52,28.00276104417671,45.97330123621923,14.303756703518061,39.50712362995543,official_gdp+official_population+proxy_coord_tourism_sports
T37,新昌县,county,绍兴市,浙东,120.8671,29.9971,606.67,41.17,44.41716867469879,32.67014775255384,24.035026473989692,27.576558470638705,official_gdp+official_population+proxy_coord_tourism_sports
T38,兰溪市,county,金华市,浙中,119.78355030739964,29.257593768730626,496.75,58.1,23.242685025817558,34.48738141491141,27.051226456746612,29.367026241048897,official_gdp+official_population+proxy_coord_tourism_sports
T39,义乌市,county,金华市,浙中,119.59386976651092,29.333231978045458,2055.62,190.3,15.841652323580035,35.362364936386854,18.293945409305074,28.800357913486067,official_gdp+official_population+proxy_coord_tourism_sports
T40,东阳市,county,金华市,浙中,119.39272387264782,29.213156865648504,805.85,109.3,13.776247848537006,25.08361070934989,15.242511490942688,20.45771239018155,official_gdp+official_population+proxy_coord_tourism_sports
T41,永康市,county,金华市,浙中,119.48732560377756,29.011400926958842,755.98,97.5,17.85542168674699,29.916967418707955,20.407796625752948,24.904406162788025,official_gdp+official_population+proxy_coord_tourism_sports
T42,武义县,county,金华市,浙中,119.60165799919939,28.879890498880908,340.16,46.9,25.531841652323582,35.6951244853642,29.896100084831687,30.692147245867822,official_gdp+official_population+proxy_coord_tourism_sports
T43,浦江县,county,金华市,浙中,119.80537245046469,28.894042129382992,291.46,46.5,24.91222030981067,34.282891437203226,29.097407367682603,29.489326093282113,official_gdp+official_population+proxy_coord_tourism_sports
T44,磐安县,county,金华市,浙中,119.9345,29.0895,139.75,17.9,12.640275387263342,38.193209663795216,13.037821181159059,33.35442411601743,official_gdp+official_population+proxy_coord_tourism_sports
T45,江山市,county,衢州市,浙西,118.8726,29.1567,405.77,49.5,15.407756024096386,23.781547552485854,17.239857166085486,19.761150104410014,official_gdp+official_population+proxy_coord_tourism_sports
T46,常山县,county,衢州市,浙西,118.6226,28.9417,213.94,26.7,23.20143072289157,31.45951961171248,27.17628941237106,27.06713194253228,official_gdp+official_population+proxy_coord_tourism_sports
T47,开化县,county,衢州市,浙西,118.8726,28.6567,188.22,24.4,13.001882530120483,39.77610788190885,13.85179241826928,34.68128337267609,official_gdp+official_population+proxy_coord_tourism_sports
T48,龙游县,county,衢州市,浙西,119.05260000000001,28.9417,318.94,36.7,21.795180722891565,31.080677811163696,25.449857865346388,26.53173646803138,official_gdp+official_population+proxy_coord_tourism_sports
T49,岱山县,county,舟山市,浙东,121.9922,29.9853,804.73,21.34,42.36295180722892,29.006457382896446,18.47402156905709,24.025102730204598,official_gdp+official_population+proxy_coord_tourism_sports
T50,嵊泗县,county,舟山市,浙东,122.4572,29.9853,142.02,6.5,67.17281626506025,34.26033685927691,30.882246391699102,29.77343469242287,official_gdp+official_population+proxy_coord_tourism_sports
T51,温岭市,county,台州市,浙南,121.5283,28.841895461813653,1351.32,144.1,25.200677710843376,44.026072847953216,30.60315051563421,37.183375713512916,official_gdp+official_population+proxy_coord_tourism_sports
T52,临海市,county,台州市,浙南,121.2958,28.872206350946108,891.88,110.9,15.339984939759036,28.067476069713887,17.57093774288512,23.08304809884485,official_gdp+official_population+proxy_coord_tourism_sports
T53,玉环市,county,台州市,浙南,121.1358,28.6557,745.98,64.3,28.50451807228916,44.08185015619732,34.4321268875153,37.792353780567566,official_gdp+official_population+proxy_coord_tourism_sports
T54,三门县,county,台州市,浙南,121.3308,28.4998154273188,350.65,38.7,29.19917168674699,41.12333003402492,13.099925543338273,35.6102026993777,official_gdp+official_population+proxy_coord_tourism_sports
T55,天台县,county,台州市,浙南,121.5283,28.469504538186346,368.88,46.9,28.843373493975903,40.87574376929291,34.73344948242205,35.356725296687884,official_gdp+official_population+proxy_coord_tourism_sports
T56,仙居县,county,台州市,浙南,121.6708,28.6557,321.02,43.3,22.608433734939762,32.167081622504114,26.572765356185865,27.515940771095345,official_gdp+official_population+proxy_coord_tourism_sports
T57,龙泉市,county,丽水市,浙西南,120.07492795795511,28.619227957955108,183.53,25.16,15.058734939759034,32.851316086914146,29.035651877550286,28.396182034578914,official_gdp+official_population+proxy_coord_tourism_sports
T58,青田县,county,丽水市,浙西南,119.9229,28.7172,300.19,51.66,7.676393072289157,40.82480886558967,13.54723765147448,35.421526931156976,official_gdp+official_population+proxy_coord_tourism_sports
T59,缙云县,county,丽水市,浙西南,119.72137456736183,28.668725432638166,319.73,40.8,17.450489457831324,39.90387769298184,34.30264311060148,34.551521115067985,official_gdp+official_population+proxy_coord_tourism_sports
T60,遂昌县,county,丽水市,浙西南,119.74289999999999,28.4672,181.07,19.32,11.921498493975905,26.11755039228123,22.268418118841748,22.27995998828478,official_gdp+official_population+proxy_coord_tourism_sports
T61,松阳县,county,丽水市,浙西南,119.77087204204489,28.31517204204489,153.99,20.29,14.613516566265059,31.389392711119676,28.024468813190538,27.134409413423285,official_gdp+official_population+proxy_coord_tourism_sports
T62,云和县,county,丽水市,浙西南,119.9229,28.2172,103.7,12.63,13.422816265060241,27.847554103480203,25.37023963585561,24.046089603911643,official_gdp+official_population+proxy_coord_tourism_sports
T63,庆元县,county,丽水市,浙西南,120.12442543263816,28.26567456736183,101.04,14.1,17.657567771084338,36.82253626147506,34.4285112471188,32.212932040942,official_gdp+official_population+proxy_coord_tourism_sports
T64,景宁畲族自治县,county,丽水市,浙西南,120.1029,28.4672,128.06224899598394,18.276882530120485,8.452936746987953,38.54019780805297,15.296150179362431,33.940680401354896,proxy_gdp+proxy_population+proxy_coord_tourism_sports
